4.777475022706631491e-02,6.812907651463423128e-03,3.070201648279914153e+00,1.097005012940021618e-01,1.552908358298993596e-01,3.897913940729559878e-01,5.498358575330489911e-03,7.210526315789474172e-02,-3.043908595399517125e+01,2.230483225195515562e+00,-6.220898047145666521e-01,-3.559697191678002914e-01,-1.208558523584916770e-02,-6.577957765853214775e-03,1.555967762307275404e-01,1.086404268494126080e-01,1.072470978357769299e-02,-2.106941272912755958e-01,-4.922570905060522778e-02,1.306619916655054059e-01,7.150769591979738715e-02,1.791793418548831909e-02,3.212408963116706977e-03,2.559453482044308364e-02,1.189037236443565328e-02,3.343200639304386157e-02,2.778723046104097580e-02,3.790886894034948412e-02,1.078422399845156221e-03,6.065931489276983613e-03,9.644604595671934719e-03,1.625457875769566879e-02,3.704933783840915016e-03,2.113806980098261942e-02,2.679859561258496337e-02,9.670604840469812849e-03,2.580170931155261749e-01,3.324774727243370170e-02,3.569915959779790954e-02,3.920511155518245916e-01,4.344983165644221608e-03,4.978460262380544898e-02,4.023414956231683881e+00,1.195231817333326063e+00,7.749974784311177700e-01,5.989451506511721535e-01,2.857652886979308304e-01,2.860838485755787808e-01,2.192834185148706816e-01,2.424666530384358698e-01,2.316786172449020187e-01,2.470927671396963010e-01,2.392910533954563934e-01,2.202813930009332455e-01,2.017777406629943093e-01,1.860548832125287488e-02,3.623837055785714134e-03,1.718070398205583799e-02,1.701944981275770388e-02,3.399503821824866046e-02,3.320891579457775633e-02,3.595719712509901772e-02,1.628635774067799030e-03,5.975953772244925986e-03,1.256832846291665827e-02,1.516952406243881300e-02,3.129249227639310793e-03,9.998829372386249317e-03
4.980018165304269523e-02,4.722538940823585787e-03,3.131628050653245676e+00,1.126048499211180914e-01,1.583923781183460000e-01,4.311247348702709759e-01,6.066667376099912044e-03,7.529945553539017788e-02,-3.158790538435191664e+01,2.204436965880631316e+00,-2.431433286393141213e-01,-1.487048254756391241e-01,-1.038904417443930611e-01,1.071865022713721499e-02,-1.563690800982419152e-02,1.066093209165286521e-01,1.369636575933775267e-02,-1.107482168457435412e-01,-5.554764804290407074e-03,1.091518374420002990e-01,4.433008412306837370e-02,1.460758602472385370e-02,3.503624582717381180e-03,2.575173729016438581e-02,1.201701516261413985e-02,1.800771562054115371e-02,1.421546250702820750e-02,4.414701310877990059e-02,1.170710221239006435e-03,5.657222392129584825e-03,2.262833347528628303e-02,2.804401514275899412e-02,3.042733231433796762e-03,2.105896006012243291e-02,2.992649252689144612e-02,9.962613133490812525e-03,2.986106711300141048e-01,3.244560315248358473e-02,3.689396437773996562e-02,3.942239713815263724e-01,5.161103760782148435e-03,5.217241035235923446e-02,3.603919156272497037e+00,1.356698243385731972e+00,6.315984878138306557e-01,4.737311682677385893e-01,3.860180614345259942e-01,2.530260603079990678e-01,2.717145872364172265e-01,2.563209288503408567e-01,2.192166391217209853e-01,2.484478931086533393e-01,2.392020675032371368e-01,1.994363563205988621e-01,1.905305316625112433e-01,1.896349573727740614e-02,3.674733419823193042e-03,1.619607074671731983e-02,1.587380445983970975e-02,1.704363570903754885e-02,1.649908131546544768e-02,3.652709145055270390e-02,1.626785652679595866e-03,5.836084260600982697e-03,3.889130867475149717e-02,2.714344913774604726e-02,3.129918134249489326e-03,1.091354713599670435e-02
6.702089009990916391e-02,6.662023014152352457e-03,3.129739470939446822e+00,1.374339643521859666e-01,1.664449397567534517e-01,5.973794356036569164e-01,5.986029824803701382e-03,1.163520871143375879e-01,-3.150235953648207143e+01,2.197369454395589727e+00,1.048336588710876011e-01,-2.968191600240391859e-01,-3.984976871849946756e-01,-1.450826286194036863e-01,-5.834090278104741428e-02,1.036039794169137385e-01,5.137245520791403064e-02,-9.463365228408628441e-03,-1.964806832793298055e-02,2.137108872482517199e-02,-1.387845971501888665e-04,7.378229968027402198e-03,1.990579821392077318e-03,4.642726015991813920e-02,1.410371592816729927e-02,9.967346788715098632e-03,5.546901420749839398e-03,4.048678887395417564e-02,1.027285830630379326e-03,3.702846344041606490e-03,2.698625405131223343e-02,2.518825728227369956e-02,1.759807138529525259e-03,2.471565943508440694e-02,5.223943179078672366e-02,1.481063060440354628e-02,2.912687067866521762e-01,5.475106079927059832e-02,3.771072014837460046e-02,5.379000153568813669e-01,5.322832528013473653e-03,1.096371708028024416e-01,3.503314238503020928e+00,1.229707922732472758e+00,3.828622901375163812e-01,5.454604630690067513e-01,4.519574981835124960e-01,2.934335993986701974e-01,2.827207174654492450e-01,2.810842910406383677e-01,2.425661680671899745e-01,2.143799371382993368e-01,2.570785291547296736e-01,2.185542214614189516e-01,2.148585953529761616e-01,6.938573859181380518e-03,2.720331826049456579e-03,4.523070716391893592e-02,1.748753486726763867e-02,9.804534470893373072e-03,7.039967402604044126e-03,4.014688089672660554e-02,1.372198841578548423e-03,4.485430913965672561e-03,3.883195481565927115e-02,2.747612981292048978e-02,2.302326864993215014e-03,1.205132576717194044e-02
7.545867393278837820e-02,6.519742668349514866e-03,3.163614738593098608e+00,1.431480896381566725e-01,1.617438905578351405e-01,7.100170211085955474e-01,5.228128727146943641e-03,1.304718693284936393e-01,-3.197609567617838877e+01,1.859912320180814538e+00,8.091039055469204100e-02,-3.004572310044772987e-01,-4.297969829538718090e-01,-1.452217487651344952e-01,-4.762525781693799365e-02,1.236181172921561738e-01,4.767212552238673379e-02,4.592135515734167145e-02,-6.874650937461462830e-02,-2.658681480509769712e-02,1.662906971536581499e-02,6.358377863029614045e-03,1.955590818408514675e-03,5.030981035218389658e-02,1.522537977543823862e-02,9.676723921213157761e-03,5.119028197430828056e-03,3.020021350293486395e-02,1.405758810867296709e-03,4.006663849589503501e-03,2.762071810358932011e-02,2.079019511272707163e-02,2.260273647027431342e-03,2.293871015525952156e-02,4.985187690625132728e-02,1.486685954622235344e-02,1.373482387758745149e-01,5.167989267890102378e-02,3.732920321833993471e-02,5.181235021470650404e-01,4.947541295584781222e-03,1.044508033616347864e-01,3.588756157635680566e+00,1.139233493037233202e+00,3.175445828074044963e-01,5.467689661626972120e-01,4.317022709825492077e-01,2.831416176119520567e-01,2.733083905431430982e-01,2.745714510226329730e-01,2.449106548725023813e-01,1.926338272354902736e-01,2.153715531432107422e-01,2.142826095912092887e-01,2.075500892246299467e-01,5.561937809381366921e-03,2.569198711580231772e-03,4.671079212631325250e-02,1.733209792763687127e-02,8.623054579539267059e-03,6.013965118148452416e-03,2.742160916550031094e-02,1.837841009056086390e-03,4.003332010123723979e-03,3.841416830134414956e-02,2.488733820382435166e-02,2.569715783179926921e-03,1.156982334874941294e-02
8.441416893732971161e-02,5.635544007339433892e-03,3.106927384078369769e+00,1.364304501228172373e-01,1.462847937215973337e-01,7.742884293219772784e-01,4.964544379363032729e-03,1.319782214156079714e-01,-3.128935395581113355e+01,1.189415551410901051e+00,-7.592670527259021140e-02,-1.678315722915002528e-01,-2.777798536686223452e-01,-4.877030821047930592e-02,6.144993487285185796e-02,3.259204327888205049e-02,-1.031739233405147282e-01,5.776111085022073155e-02,-6.196224864416929878e-02,2.818150904070337791e-05,-6.756408026517558537e-04,7.318724985023823335e-03,2.526975661597134597e-03,3.241483845255516139e-02,1.261462120925740601e-02,1.520985185060212685e-02,8.577853082564998108e-03,3.163840142525380789e-02,2.132512278685388604e-03,5.734576335208829354e-03,1.850822854627875991e-02,1.739584024802134921e-02,4.642436638561539368e-03,1.733187544813879002e-02,4.687965300932433327e-02,1.114123715407739496e-02,2.168901469326371401e-01,4.633566226569828944e-02,3.011649572639351832e-02,4.806684714232693501e-01,4.803792701640542846e-03,8.603730763805347848e-02,4.267580106233129555e+00,1.344688474031404679e+00,7.186761730375729185e-01,4.872788426285875052e-01,4.347666171550645942e-01,3.649913551793272926e-01,3.449367320317298646e-01,2.326698265781124708e-01,3.096860939059781215e-01,2.159097950505276253e-01,2.014819981382723890e-01,1.946067961861842610e-01,1.952084338101232053e-01,7.475016661175739284e-03,3.145389964567495058e-03,3.205594602089820860e-02,2.133002534130868863e-02,1.918454559368529613e-02,1.450303819942918605e-02,2.621179217385592036e-02,2.271087418599306452e-03,5.226677431436242520e-03,1.988536688367296967e-02,1.711187671508522523e-02,9.950523115658898438e-03,9.225711095327132627e-03
8.540417801998183289e-02,6.042884224043804445e-03,3.047618071868858358e+00,1.345736567695854091e-01,1.450673744614739968e-01,6.942758409866839342e-01,5.911086475711336066e-03,1.199274047186932729e-01,-3.045867396010311978e+01,1.272725054278164736e+00,-9.890299926608131509e-02,-2.075730074579906770e-01,-9.877823190768596218e-02,7.823991837808841332e-02,8.430309120743487150e-02,-4.321453322808900543e-02,-1.823683509121317714e-01,4.434548550231579706e-02,-1.011888292283907170e-01,2.148400012046038088e-02,4.432787614619802113e-02,8.931218738516384648e-03,2.635177774761993542e-03,1.781229172437593863e-02,9.794736099767093959e-03,2.087768409020838642e-02,1.029219369730806528e-02,3.410501227200166130e-02,2.350671115730200086e-03,6.040753299476770040e-03,1.477905087880069038e-02,2.003892582163817326e-02,5.040569832124522885e-03,1.503833693687294665e-02,5.843830261743676591e-02,1.098852732252898236e-02,2.892976517320956509e-01,5.052112348824336352e-02,3.285150724388311710e-02,4.706651502232558348e-01,5.249092036680371755e-03,8.444007764303990138e-02,4.100833761632370233e+00,1.512346549087543846e+00,7.388861666571115983e-01,4.790091130603444936e-01,3.710541089160769301e-01,3.356634072798401758e-01,3.412104120327162371e-01,2.332049958215878793e-01,2.879570050674637449e-01,2.364242087482183730e-01,2.256704611210602895e-01,2.361143123518416875e-01,1.950334870774607376e-01,1.022198076598949956e-02,3.457791257057106927e-03,1.980825996316042462e-02,2.055671203174642275e-02,2.469122847228720150e-02,1.432805477295565066e-02,2.798398865482719378e-02,2.355777523679519325e-03,5.912335164554924707e-03,1.867943758113844652e-02,2.026136301114594973e-02,1.006447704140808752e-02,1.046325964856120380e-02
9.558583106267030949e-02,4.715238037762034019e-03,3.018438547644770598e+00,1.456176257388215323e-01,1.444836769454635461e-01,8.160943206725768118e-01,4.731066437021973214e-03,1.431397459165154318e-01,-3.101029772034986820e+01,8.256934211413535785e-01,-3.179658905543523151e-01,-9.192066030751946948e-02,1.866521072746039067e-01,5.374058911779307918e-02,4.940992805685143208e-02,-3.815426443388283267e-02,-1.121435105555811385e-01,1.519471907011087607e-02,-8.820325412708726609e-02,3.833103306938090427e-02,5.883472746832636713e-02,1.295212203256774705e-02,4.680309118082373425e-03,1.749963134516027696e-02,6.160568050385279229e-03,1.942923491310221198e-02,1.045948746100208888e-02,2.717439870630400031e-02,2.749549338596934782e-03,5.740409394614631039e-03,1.102190729382331383e-02,1.579501322100601568e-02,9.025137331349250905e-03,1.248305393902250128e-02,5.547130728705623043e-02,8.919487052152749382e-03,3.558497398109488619e-01,4.914655364109855179e-02,2.827417821176949134e-02,4.757519421095769974e-01,3.893815805008873053e-03,8.811533748384722808e-02,4.120185826586904909e+00,1.270031446183350177e+00,7.382623960437854072e-01,5.311436652521648316e-01,4.135083172398722473e-01,3.315279451909474151e-01,2.764288033568876868e-01,2.260934532242672712e-01,2.736016185225381148e-01,2.437889009613941060e-01,2.525976901356665749e-01,2.454967336557850321e-01,2.131016100713228612e-01,1.522661013293695985e-02,5.552348874736979384e-03,1.917813068690354256e-02,6.382722975444320331e-03,2.297527640176449254e-02,1.377110694910036771e-02,2.279756808275910582e-02,2.940749303532439948e-03,5.676482729903787640e-03,1.330136855044235233e-02,1.656809771377566048e-02,1.461000311635724316e-02,8.915967427128712944e-03
8.346049046321525611e-02,2.389925692630799278e-03,3.085252513433779153e+00,1.332159778116854820e-01,1.434288698634680614e-01,7.995655468357644180e-01,4.036487952205957373e-03,1.368602540834845671e-01,-3.170277653929121087e+01,8.991494812755688182e-01,-5.411102222166808140e-01,2.568248149360337074e-01,4.105136669129869631e-01,1.555313862272212355e-01,-4.956796244900104481e-02,-2.257561884296269139e-02,3.551150532710711100e-02,-3.732940910045051686e-02,-4.287187026038594140e-02,9.738941871186987398e-02,9.328139341426851250e-02,1.605691144272724385e-02,7.942547805927409332e-03,2.390286216874447714e-02,6.448771462471730893e-03,1.242255185295678029e-02,8.669023466241538092e-03,3.512845957675933550e-02,2.634114621749010683e-03,6.041809003007047284e-03,1.064213761954730005e-02,1.552248840645727331e-02,1.396441332402869294e-02,1.385472688666479664e-02,3.838404336749532547e-02,4.765924802816341559e-03,2.968634718009235396e-01,3.797429919736221293e-02,2.801921582316745790e-02,4.765128126623120464e-01,2.608287931152066842e-03,7.147737028641802659e-02,3.609140902228435532e+00,9.093560703920618993e-01,8.169792936743798251e-01,3.511323196315307427e-01,4.841404754353946793e-01,3.018982021694310292e-01,2.544393724404531709e-01,2.809078196038144459e-01,2.444694733081675120e-01,2.015306119997113954e-01,2.230931343995218030e-01,2.470102724901813984e-01,2.152650404823473751e-01,1.835839802963928555e-02,9.112083737983330683e-03,1.845751751212934208e-02,5.885247072396574547e-03,8.626305836773160221e-03,6.747320486370561241e-03,3.391170268267035964e-02,3.173025575481235473e-03,5.279554735666251546e-03,8.061871718673872117e-03,9.857377898904697705e-03,1.958669488944426648e-02,9.076779280095530200e-03
7.273387829246140412e-02,6.419626767793134951e-03,3.036977092464108630e+00,1.210211586883589152e-01,1.392190564504691697e-01,7.029278911775904692e-01,4.667040558453796999e-03,1.259528130671506152e-01,-2.964813258452264222e+01,8.298933642025650981e-01,-6.988183567296541998e-01,5.399093750453870522e-02,4.493866490972458494e-01,2.320835836020419818e-01,-6.423033356549839867e-03,-1.189521210976532822e-01,2.575795791864427670e-02,-8.974491839196492571e-02,-1.208812701719725879e-01,1.408907179954090039e-01,-7.849210963409253977e-03,1.591947612915784599e-02,7.174517526288649860e-03,2.081527139719601890e-02,6.226426562098835542e-03,1.286933226597955157e-02,1.437313249341349783e-02,2.926779436668423828e-02,2.293679164286912923e-03,7.015832559304752310e-03,1.357096890606591943e-02,1.718259085175915038e-02,1.381677029144695590e-02,1.487922551183356104e-02,3.260347755834112904e-02,1.574388198613945605e-02,3.898916864450718278e-01,3.544845483765591415e-02,3.153225136520454441e-02,4.576611937525478790e-01,2.677647762536958069e-03,6.599785510456308846e-02,3.573389835247865687e+00,1.024595110753044880e+00,7.759200381456179407e-01,5.665890658214733921e-01,4.801219793015263360e-01,3.332673736477285154e-01,3.584604935932840797e-01,3.474106705939788431e-01,2.612752272599875303e-01,2.378247479438281298e-01,2.452052947723684928e-01,2.362924227114330533e-01,2.405521734663941813e-01,1.856809396646709118e-02,8.973846114307394012e-03,1.915146181321933372e-02,5.518808041838342733e-03,1.053934693511296948e-02,1.901384456205447784e-02,3.458249284725554984e-02,3.294842649723187227e-03,7.702529968591082833e-03,1.283950588724098313e-02,1.483156795185660085e-02,1.967752426702441479e-02,9.246923402814077875e-03
8.037238873751134660e-02,9.030502734240048249e-03,3.080090939231545200e+00,1.239208111721493560e-01,1.354990030935082357e-01,8.133349137570227150e-01,4.023289182576154921e-03,1.331215970961887596e-01,-2.993632101456689654e+01,1.302041024921694531e-02,-5.068723012692434304e-01,-3.227101351246351724e-02,1.293759327893610200e-01,3.370264038536280315e-01,1.096148008091425707e-01,-2.552476856421646567e-01,4.934858420948115554e-02,-1.535360575619744428e-01,-1.594652897752736054e-01,1.786890901399058595e-01,-1.209352144540968149e-01,7.579743888364831247e-03,6.959335605654395213e-03,1.262364746743753138e-02,5.492175835240305920e-03,1.137502771967051178e-02,1.417015031319509080e-02,2.285511987530929393e-02,3.349072325441820874e-03,7.526920845788111734e-03,1.320006923040420097e-02,1.895834359528408494e-02,9.618728289102949913e-03,1.173357293804708039e-02,2.121435935921099636e-02,2.638963585052107180e-02,4.448312937810841028e-01,2.237744120012832849e-02,3.292273469441706762e-02,2.797785792592777931e-01,1.939843917826860643e-03,2.975230501142017009e-02,3.540515435900132513e+00,1.038179089419595247e+00,5.997838159085023824e-01,5.447650150273232184e-01,3.723561644619032829e-01,2.964749106074280327e-01,3.162847422576041123e-01,2.622911912750934826e-01,2.871587269415923349e-01,2.689295081189382874e-01,2.153524856445854230e-01,2.437417296490930474e-01,1.890292083051150207e-01,6.015243386303425858e-03,6.976423878560645067e-03,1.288733909435364929e-02,3.840973151845662476e-03,1.105959146977007930e-02,1.891991554862940475e-02,3.301814563014355414e-02,4.583523852597411012e-03,7.345479746568679517e-03,1.268301313688208545e-02,1.867512749052088403e-02,1.162860735152304245e-02,9.403809989316776891e-03
